Season,TeamID1,TeamID2,Seed1,Result,Seed2
1997,1246,1234,Z01,1,Z08
1997,1246,1386,Z01,1,Z04
1997,1246,1428,Z01,1,Z02
1997,1246,1278,Z01,1,Y01
1997,1314,1193,W01,1,W16
1997,1314,1160,W01,1,W09
1997,1314,1143,W01,1,W05
1997,1314,1257,W01,1,W06
1997,1345,1348,X08,1,X09
1997,1386,1334,Z04,1,Z13
1997,1386,1130,Z04,1,Z05
1997,1417,1149,Y02,1,Y15
1997,1417,1462,Y02,1,Y07
1997,1417,1235,Y02,1,Y06
1997,1437,1254,W04,1,W13
1997,1462,1435,Y07,1,Y10
1997,1150,1207,Z07,1,Z10
1997,1151,1208,X14,1,X03
1997,1151,1228,X14,1,X06
1997,1155,1275,Y04,1,Y13
1997,1155,1409,Y04,1,Y05
1997,1164,1376,W15,1,W02
1997,1181,1293,X02,1,X15
1997,1228,1425,X06,1,X11
1997,1257,1269,W06,1,W11
1997,1257,1307,W06,1,W03
1997,1257,1400,W06,1,W10
1997,1278,1402,Y01,1,Y16
1997,1278,1396,Y01,1,Y09
1997,1278,1155,Y01,1,Y04
1997,1278,1417,Y01,1,Y02
1997,1307,1330,W03,1,W14
1997,1344,1266,X10,1,X07
1997,1344,1181,X10,1,X02
1997,1344,1151,X10,1,X14
1997,1390,1328,Z06,1,Z11
1997,1390,1448,Z06,1,Z03
1997,1396,1279,Y09,1,Y08
1997,1400,1458,W10,1,W07
1997,1400,1164,W10,1,W15
1997,1409,1131,Y05,1,Y12
1997,1428,1298,Z02,1,Z15
1997,1428,1150,Z02,1,Z07
1997,1428,1390,Z02,1,Z06
1997,1448,1388,Z03,1,Z14
1998,1112,1311,X01,1,X16
1998,1112,1229,X01,1,X09
1998,1112,1268,X01,1,X04
1998,1116,1304,X06,1,X11
1998,1150,1227,W08,1,W09
1998,1153,1319,X02,1,X15
1998,1163,1192,W02,1,W15
1998,1163,1231,W02,1,W07
1998,1163,1449,W02,1,W11
1998,1228,1375,X05,1,X12
1998,1229,1397,X09,1,X08
1998,1231,1328,W07,1,W10
1998,1268,1429,X04,1,X13
1998,1268,1228,X04,1,X05
1998,1277,1185,W04,1,W13
1998,1277,1343,W04,1,W05
1998,1314,1298,W01,1,W16
1998,1314,1150,W01,1,W08
1998,1314,1277,W01,1,W04
1998,1314,1163,W01,1,W02
1998,1343,1424,W05,1,W12
1998,1350,1376,W14,1,W03
1998,1428,1362,X03,1,X14
1998,1428,1116,X03,1,X06
1998,1428,1452,X03,1,X10
1998,1428,1112,X03,1,X01
1998,1428,1314,X03,1,W01
1998,1449,1462,W11,1,W06
1998,1449,1350,W11,1,W14
1998,1452,1396,X10,1,X07
1998,1452,1153,X10,1,X02
1998,1178,1385,Y10,1,Y07
1998,1181,1347,Z01,1,Z16
1998,1181,1329,Z01,1,Z08
1998,1181,1393,Z01,1,Z05
1998,1199,1395,Y12,1,Y05
1998,1242,1341,Y01,1,Y16
1998,1246,1354,Z02,1,Z15
1998,1246,1387,Z02,1,Z10
1998,1246,1417,Z02,1,Z06
1998,1246,1181,Z02,1,Z01
1998,1246,1390,Z02,1,Y03
1998,1246,1428,Z02,1,X03
1998,1276,1172,Z03,1,Z14
1998,1307,1139,Z04,1,Z13
1998,1329,1203,Z08,1,Z09
1998,1345,1174,Y02,1,Y15
1998,1345,1178,Y02,1,Y10
1998,1348,1293,Y08,1,Y09
1998,1348,1242,Y08,1,Y01
1998,1348,1434,Y08,1,Y13
1998,1387,1269,Z10,1,Z07
1998,1390,1158,Y03,1,Y14
1998,1390,1444,Y03,1,Y11
1998,1390,1345,Y03,1,Y02
1998,1390,1348,Y03,1,Y08
1998,1393,1233,Z05,1,Z12
1998,1393,1307,Z05,1,Z04
1998,1417,1274,Z06,1,Z11
1998,1417,1276,Z06,1,Z03
1998,1434,1279,Y13,1,Y04
1998,1434,1199,Y13,1,Y12
1998,1444,1155,Y11,1,Y06
1999,1116,1373,Z04,1,Z13
1999,1120,1457,Y01,1,Y16
1999,1120,1329,Y01,1,Y09
1999,1163,1427,Z01,1,Z16
1999,1163,1307,Z01,1,Z09
1999,1163,1234,Z01,1,Z05
1999,1163,1211,Z01,1,Z10
1999,1163,1326,Z01,1,Y04
1999,1163,1181,Z01,1,W01
1999,1166,1257,Y10,1,Y07
1999,1178,1417,Y12,1,Y05
1999,1196,1335,Z06,1,Z11
1999,1196,1451,Z06,1,Z14
1999,1211,1278,Z10,1,Z07
1999,1211,1390,Z10,1,Z02
1999,1211,1196,Z10,1,Z06
1999,1231,1203,Y06,1,Y11
1999,1234,1412,Z05,1,Z12
1999,1234,1116,Z05,1,Z04
1999,1268,1434,Y02,1,Y15
1999,1268,1166,Y02,1,Y10
1999,1307,1281,Z09,1,Z08
1999,1326,1293,Y04,1,Y13
1999,1326,1178,Y04,1,Y12
1999,1326,1120,Y04,1,Y01
1999,1326,1385,Y04,1,Y03
1999,1329,1393,Y09,1,Y08
1999,1385,1359,Y03,1,Y14
1999,1385,1231,Y03,1,Y06
1999,1385,1268,Y03,1,Y02
1999,1390,1108,Z02,1,Z15
1999,1451,1314,Z14,1,Z03
1999,1150,1348,X05,1,X12
1999,1153,1206,W03,1,W14
1999,1181,1197,W01,1,W16
1999,1181,1409,W01,1,W09
1999,1181,1283,W01,1,W12
1999,1181,1396,W01,1,W06
1999,1181,1277,W01,1,X01
1999,1242,1191,X06,1,X11
1999,1246,1308,X03,1,X14
1999,1246,1242,X03,1,X06
1999,1246,1275,X03,1,X10
1999,1274,1248,W02,1,W15
1999,1275,1449,X10,1,X07
1999,1275,1428,X10,1,X02
1999,1277,1291,X01,1,X16
1999,1277,1279,X01,1,X09
1999,1277,1328,X01,1,X13
1999,1277,1246,X01,1,X03
1999,1279,1437,X09,1,X08
1999,1283,1458,W12,1,W05
1999,1283,1397,W12,1,W04
1999,1328,1112,X13,1,X04
1999,1328,1150,X13,1,X05
1999,1345,1400,W10,1,W07
1999,1345,1274,W10,1,W02
1999,1396,1245,W06,1,W11
1999,1396,1153,W06,1,W03
1999,1396,1345,W06,1,W10
1999,1397,1174,W04,1,W13
1999,1409,1158,W09,1,W08
1999,1428,1117,X02,1,X15
2000,1112,1238,Z01,1,Z16
2000,1120,1166,Y07,1,Y10
2000,1211,1257,Z10,1,Z07
2000,1211,1385,Z10,1,Z02
2000,1235,1148,Y02,1,Y15
2000,1235,1120,Y02,1,Y07
2000,1235,1417,Y02,1,Y06
2000,1246,1382,Y05,1,Y12
2000,1261,1369,Z04,1,Z13
2000,1261,1400,Z04,1,Z05
2000,1268,1233,Y03,1,Y14
2000,1277,1434,Y01,1,Y16
2000,1277,1428,Y01,1,Y08
2000,1277,1393,Y01,1,Y04
2000,1277,1235,Y01,1,Y02
2000,1277,1458,Y01,1,Z08
2000,1277,1196,Y01,1,W05
2000,1328,1457,Z03,1,Z14
2000,1345,1173,Z06,1,Z11
2000,1345,1328,Z06,1,Z03
2000,1345,1211,Z06,1,Z10
2000,1385,1319,Z02,1,Z15
2000,1393,1359,Y04,1,Y13
2000,1393,1246,Y04,1,Y05
2000,1400,1232,Z05,1,Z12
2000,1417,1123,Y06,1,Y11
2000,1417,1268,Y06,1,Y03
2000,1428,1387,Y08,1,Y09
2000,1458,1201,Z08,1,Z09
2000,1458,1112,Z08,1,Z01
2000,1458,1261,Z08,1,Z04
2000,1458,1345,Z08,1,Z06
2000,1153,1423,X02,1,X15
2000,1163,1429,X05,1,X12
2000,1181,1249,W01,1,W16
2000,1181,1242,W01,1,W08
2000,1196,1139,W05,1,W12
2000,1196,1228,W05,1,W04
2000,1196,1181,W05,1,W01
2000,1196,1329,W05,1,W03
2000,1196,1314,W05,1,X08
2000,1228,1335,W04,1,W13
2000,1242,1177,W08,1,W09
2000,1274,1116,X06,1,X11
2000,1274,1326,X06,1,X03
2000,1314,1281,X08,1,X09
2000,1314,1390,X08,1,X01
2000,1314,1397,X08,1,X04
2000,1314,1409,X08,1,X07
2000,1326,1111,X03,1,X14
2000,1329,1220,W03,1,W14
2000,1329,1337,W03,1,W11
2000,1329,1371,W03,1,W10
2000,1337,1231,W11,1,W06
2000,1371,1332,W10,1,W07
2000,1371,1396,W10,1,W02
2000,1390,1354,X01,1,X16
2000,1396,1248,W02,1,W15
2000,1397,1418,X04,1,X13
2000,1397,1163,X04,1,X05
2000,1409,1424,X07,1,X10
2000,1409,1153,X07,1,X02
2000,1409,1274,X07,1,X06
2001,1322,1457,Y16a,1,Y16b
2001,1130,1381,W03,1,W14
2001,1153,1140,X05,1,X12
2001,1153,1245,X05,1,X13
2001,1181,1284,W01,1,W16
2001,1181,1281,W01,1,W09
2001,1181,1417,W01,1,W04
2001,1181,1425,W01,1,W06
2001,1181,1268,W01,1,X03
2001,1181,1112,W01,1,Y02
2001,1207,1116,X10,1,X07
2001,1207,1214,X10,1,X15
2001,1209,1458,X11,1,X06
2001,1214,1235,X15,1,X02
2001,1234,1166,W07,1,W10
2001,1245,1231,X13,1,X04
2001,1246,1221,W02,1,W15
2001,1246,1234,W02,1,W07
2001,1268,1206,X03,1,X14
2001,1268,1209,X03,1,X11
2001,1268,1207,X03,1,X10
2001,1268,1390,X03,1,X01
2001,1281,1208,W09,1,W08
2001,1386,1210,X09,1,X08
2001,1390,1422,X01,1,X16
2001,1390,1386,X01,1,X09
2001,1390,1153,X01,1,X05
2001,1417,1220,W04,1,W13
2001,1417,1429,W04,1,W12
2001,1425,1329,W06,1,W11
2001,1425,1130,W06,1,W03
2001,1425,1246,W06,1,W02
2001,1429,1326,W12,1,W05
2001,1112,1183,Y02,1,Y15
2001,1112,1139,Y02,1,Y10
2001,1112,1279,Y02,1,Y03
2001,1112,1228,Y02,1,Y01
2001,1112,1277,Y02,1,Z01
2001,1139,1448,Y10,1,Y07
2001,1150,1397,Y09,1,Y08
2001,1196,1443,Z03,1,Z14
2001,1201,1143,Z09,1,Z08
2001,1211,1438,Z12,1,Z05
2001,1211,1232,Z12,1,Z13
2001,1228,1322,Y01,1,Y16a
2001,1228,1150,Y01,1,Y09
2001,1228,1242,Y01,1,Y04
2001,1232,1328,Z13,1,Z04
2001,1242,1169,Y04,1,Y13
2001,1242,1393,Y04,1,Y05
2001,1277,1106,Z01,1,Z16
2001,1277,1201,Z01,1,Z09
2001,1277,1211,Z01,1,Z12
2001,1277,1396,Z01,1,Z11
2001,1279,1233,Y03,1,Y14
2001,1279,1323,Y03,1,Y06
2001,1314,1343,Z02,1,Z15
2001,1323,1462,Y06,1,Y11
2001,1336,1344,Z07,1,Z10
2001,1336,1314,Z07,1,Z02
2001,1393,1218,Y05,1,Y12
2001,1396,1400,Z11,1,Z06
2001,1396,1196,Z11,1,Z03
2001,1396,1336,Z11,1,Z07
2002,1373,1108,W16b,1,W16a
2002,1104,1194,Y02,1,Y15
2002,1112,1364,Z03,1,Z14
2002,1112,1461,Z03,1,Z11
2002,1181,1457,Y01,1,Y16
2002,1181,1323,Y01,1,Y08
2002,1231,1428,Y05,1,Y12
2002,1231,1423,Y05,1,Y13
2002,1231,1181,Y05,1,Y01
2002,1231,1245,Y05,1,Y10
2002,1231,1328,Y05,1,Z02
2002,1242,1221,X01,1,X16
2002,1242,1390,X01,1,X08
2002,1242,1228,X01,1,X04
2002,1242,1332,X01,1,X02
2002,1245,1329,Y10,1,Y07
2002,1245,1104,Y10,1,Y02
2002,1245,1338,Y10,1,Y03
2002,1246,1434,W04,1,W13
2002,1246,1409,W04,1,W12
2002,1281,1274,Z12,1,Z05
2002,1281,1326,Z12,1,Z04
2002,1281,1417,Z12,1,Z08
2002,1323,1150,Y08,1,Y09
2002,1326,1172,Z04,1,Z13
2002,1332,1285,X02,1,X15
2002,1332,1448,X02,1,X07
2002,1332,1400,X02,1,X06
2002,1390,1443,X08,1,X09
2002,1409,1266,W12,1,W05
2002,1423,1425,Y13,1,Y04
2002,1448,1337,X07,1,X10
2002,1461,1211,Z11,1,Z06
2002,1143,1335,Y06,1,Y11
2002,1153,1131,Z01,1,Z16
2002,1163,1214,W02,1,W15
2002,1163,1301,W02,1,W07
2002,1163,1356,W02,1,W11
2002,1166,1196,X12,1,X05
2002,1208,1293,W03,1,W14
2002,1228,1361,X04,1,X13
2002,1228,1166,X04,1,X12
2002,1268,1373,W01,1,W16b
2002,1268,1458,W01,1,W08
2002,1268,1246,W01,1,W04
2002,1268,1163,W01,1,W02
2002,1268,1242,W01,1,X01
2002,1268,1231,W01,1,Y05
2002,1280,1270,X03,1,X14
2002,1301,1277,W07,1,W10
2002,1328,1227,Z02,1,Z15
2002,1328,1462,Z02,1,Z07
2002,1328,1112,Z02,1,Z03
2002,1328,1281,Z02,1,Z12
2002,1338,1148,Y03,1,Y14
2002,1338,1143,Y03,1,Y06
2002,1356,1403,W11,1,W06
2002,1356,1208,W11,1,W03
2002,1400,1130,X06,1,X11
2002,1400,1280,X06,1,X03
2002,1417,1279,Z08,1,Z09
2002,1417,1153,Z08,1,Z01
2002,1458,1385,W08,1,W09
2002,1462,1218,Z07,1,Z10
2003,1421,1411,X16b,1,X16a
2003,1112,1436,Z01,1,Z16
2003,1112,1211,Z01,1,Z09
2003,1112,1323,Z01,1,Z05
2003,1113,1272,Z10,1,Z07
2003,1141,1166,Z11,1,Z06
2003,1143,1301,W08,1,W09
2003,1163,1140,X05,1,X12
2003,1163,1390,X05,1,X04
2003,1181,1161,Z03,1,Z14
2003,1181,1141,Z03,1,Z11
2003,1211,1153,Z09,1,Z08
2003,1228,1443,Z04,1,Z13
2003,1242,1429,Z02,1,Z15
2003,1242,1113,Z02,1,Z10
2003,1242,1181,Z02,1,Z03
2003,1242,1112,Z02,1,Z01
2003,1242,1266,Z02,1,Y03
2003,1266,1221,Y03,1,Y14
2003,1266,1281,Y03,1,Y06
2003,1266,1338,Y03,1,Y02
2003,1266,1246,Y03,1,Y01
2003,1281,1356,Y06,1,Y11
2003,1323,1454,Z05,1,Z12
2003,1323,1228,Z05,1,Z04
2003,1328,1354,W01,1,W16
2003,1328,1143,W01,1,W08
2003,1328,1139,W01,1,W12
2003,1390,1360,X04,1,X13
2003,1409,1173,Y13,1,Y04
2003,1458,1451,Y05,1,Y12
2003,1458,1409,Y05,1,Y13
2003,1120,1386,W10,1,W07
2003,1120,1448,W10,1,W02
2003,1139,1280,W12,1,W05
2003,1139,1257,W12,1,W04
2003,1196,1358,X02,1,X15
2003,1231,1104,Y07,1,Y10
2003,1246,1237,Y01,1,Y16
2003,1246,1428,Y01,1,Y09
2003,1246,1458,Y01,1,Y05
2003,1257,1122,W04,1,W13
2003,1268,1423,X06,1,X11
2003,1268,1462,X06,1,X03
2003,1277,1160,X07,1,X10
2003,1277,1196,X07,1,X02
2003,1277,1268,X07,1,X06
2003,1329,1335,W06,1,W11
2003,1338,1447,Y02,1,Y15
2003,1338,1231,Y02,1,Y07
2003,1345,1261,X09,1,X08
2003,1393,1264,W03,1,W14
2003,1393,1329,W03,1,W06
2003,1393,1120,W03,1,W10
2003,1393,1328,W03,1,W01
2003,1393,1400,W03,1,X01
2003,1393,1242,W03,1,Z02
2003,1400,1421,X01,1,X16b
2003,1400,1345,X01,1,X09
2003,1400,1163,X01,1,X05
2003,1400,1277,X01,1,X07
2003,1428,1332,Y09,1,Y08
2003,1448,1190,W02,1,W15
2003,1462,1407,X03,1,X14
2004,1197,1250,Z16a,1,Z16b
2004,1104,1356,X08,1,X09
2004,1104,1390,X08,1,X01
2004,1104,1393,X08,1,X05
2004,1163,1436,X02,1,X15
2004,1163,1177,X02,1,X07
2004,1163,1435,X02,1,X06
2004,1163,1104,X02,1,X08
2004,1163,1181,X02,1,W01
2004,1163,1210,X02,1,Z03
2004,1177,1173,X07,1,X10
2004,1181,1106,W01,1,W16
2004,1181,1371,W01,1,W08
2004,1181,1228,W01,1,W05
2004,1181,1462,W01,1,W07
2004,1211,1434,Z02,1,Z15
2004,1264,1196,Y12,1,Y05
2004,1268,1431,X04,1,X13
2004,1305,1277,Z10,1,Z07
2004,1305,1211,Z10,1,Z02
2004,1314,1102,W06,1,W11
2004,1371,1112,W08,1,W09
2004,1386,1251,Y01,1,Y16
2004,1386,1403,Y01,1,Y08
2004,1386,1448,Y01,1,Y04
2004,1390,1427,X01,1,X16
2004,1393,1140,X05,1,X12
2004,1393,1268,X05,1,X04
2004,1400,1343,W03,1,W14
2004,1400,1314,W03,1,W06
2004,1403,1150,Y08,1,Y09
2004,1448,1433,Y04,1,Y13
2004,1448,1264,Y04,1,Y12
2004,1130,1428,Z06,1,Z11
2004,1153,1190,W04,1,W13
2004,1210,1320,Z03,1,Z14
2004,1210,1130,Z03,1,Z06
2004,1210,1305,Z03,1,Z10
2004,1210,1242,Z03,1,Z04
2004,1210,1329,Z03,1,Y02
2004,1228,1293,W05,1,W12
2004,1228,1153,W05,1,W04
2004,1242,1227,Z04,1,Z13
2004,1242,1334,Z04,1,Z12
2004,1242,1412,Z04,1,Z09
2004,1246,1197,Z01,1,Z16a
2004,1272,1376,Y07,1,Y10
2004,1280,1284,W02,1,W15
2004,1301,1418,X03,1,X14
2004,1329,1186,Y02,1,Y15
2004,1329,1272,Y02,1,Y07
2004,1329,1338,Y02,1,Y03
2004,1329,1386,Y02,1,Y01
2004,1334,1344,Z12,1,Z05
2004,1338,1416,Y03,1,Y14
2004,1338,1458,Y03,1,Y06
2004,1412,1449,Z09,1,Z08
2004,1412,1246,Z09,1,Z01
2004,1435,1444,X06,1,X11
2004,1435,1301,X06,1,X03
2004,1458,1350,Y06,1,Y11
2004,1462,1257,W07,1,W10
2004,1462,1280,W07,1,W02
2004,1462,1400,W07,1,W03
2005,1324,1105,Z16b,1,Z16a
2005,1112,1429,X03,1,X14
2005,1112,1412,X03,1,X11
2005,1112,1329,X03,1,X02
2005,1130,1335,X04,1,X13
2005,1153,1234,Y07,1,Y10
2005,1211,1457,W03,1,W14
2005,1228,1192,X01,1,X16
2005,1228,1305,X01,1,X09
2005,1228,1454,X01,1,X12
2005,1228,1112,X01,1,X03
2005,1228,1257,X01,1,W04
2005,1246,1184,Y02,1,Y15
2005,1246,1153,Y02,1,Y07
2005,1246,1428,Y02,1,Y06
2005,1305,1400,X09,1,X08
2005,1328,1310,Y03,1,Y14
2005,1334,1338,W08,1,W09
2005,1403,1417,W06,1,W11
2005,1403,1211,W06,1,W03
2005,1412,1261,X11,1,X06
2005,1428,1431,Y06,1,Y11
2005,1428,1328,Y06,1,Y03
2005,1448,1151,W02,1,W15
2005,1449,1285,W01,1,W16
2005,1449,1334,W01,1,W08
2005,1452,1166,W07,1,W10
2005,1452,1448,W07,1,W02
2005,1452,1403,W07,1,W06
2005,1454,1104,X12,1,X05
2005,1454,1130,X12,1,X04
2005,1137,1242,Z14,1,Z03
2005,1163,1416,Z02,1,Z15
2005,1181,1175,Y01,1,Y16
2005,1181,1280,Y01,1,Y09
2005,1196,1325,Z04,1,Z13
2005,1210,1203,W05,1,W12
2005,1235,1278,Z09,1,Z08
2005,1257,1418,W04,1,W13
2005,1257,1210,W04,1,W05
2005,1257,1449,W04,1,W01
2005,1257,1452,W04,1,W07
2005,1277,1330,Y05,1,Y12
2005,1277,1436,Y05,1,Y13
2005,1277,1181,Y05,1,Y01
2005,1277,1246,Y05,1,Y02
2005,1280,1390,Y09,1,Y08
2005,1301,1150,Z10,1,Z07
2005,1301,1163,Z10,1,Z02
2005,1314,1324,Z01,1,Z16b
2005,1314,1235,Z01,1,Z09
2005,1314,1437,Z01,1,Z05
2005,1314,1458,Z01,1,Z06
2005,1314,1277,Z01,1,Y05
2005,1314,1228,Z01,1,X01
2005,1329,1368,X02,1,X15
2005,1329,1356,X02,1,X07
2005,1356,1388,X07,1,X10
2005,1436,1393,Y13,1,Y04
2005,1437,1307,Z05,1,Z12
2005,1437,1196,Z05,1,Z04
2005,1458,1320,Z06,1,Z11
2005,1458,1137,Z06,1,Z14
2005,1458,1301,Z06,1,Z10
2006,1284,1214,Y16b,1,Y16a
2006,1104,1266,X10,1,X07
2006,1130,1334,Y04,1,Y13
2006,1130,1285,Y04,1,Y12
2006,1181,1380,W01,1,W16
2006,1181,1203,W01,1,W08
2006,1196,1375,Y03,1,Y14
2006,1196,1454,Y03,1,Y11
2006,1196,1207,Y03,1,Y07
2006,1196,1437,Y03,1,Y01
2006,1196,1206,Y03,1,Z11
2006,1196,1417,Y03,1,X02
2006,1203,1423,W08,1,W09
2006,1211,1462,X03,1,X14
2006,1211,1231,X03,1,X06
2006,1228,1102,Z04,1,Z13
2006,1231,1361,X06,1,X11
2006,1261,1233,W04,1,W13
2006,1261,1401,W04,1,W12
2006,1261,1181,W04,1,W01
2006,1261,1400,W04,1,W02
2006,1285,1305,Y12,1,Y05
2006,1397,1457,Z02,1,Z15
2006,1401,1393,W12,1,W05
2006,1417,1125,X02,1,X15
2006,1417,1104,X02,1,X10
2006,1417,1211,X02,1,X03
2006,1417,1272,X02,1,X01
2006,1417,1261,X02,1,W04
2006,1449,1429,Z05,1,Z12
2006,1449,1228,Z05,1,Z04
2006,1454,1328,Y11,1,Y06
2006,1455,1371,Z07,1,Z10
2006,1455,1397,Z07,1,Z02
2006,1112,1458,Y08,1,Y09
2006,1133,1242,X13,1,X04
2006,1133,1338,X13,1,X05
2006,1137,1116,X09,1,X08
2006,1163,1107,Z01,1,Z16
2006,1163,1246,Z01,1,Z08
2006,1163,1449,Z01,1,Z05
2006,1206,1277,Z11,1,Z06
2006,1206,1314,Z11,1,Z03
2006,1206,1455,Z11,1,Z07
2006,1206,1163,Z11,1,Z01
2006,1207,1320,Y07,1,Y10
2006,1207,1326,Y07,1,Y02
2006,1246,1412,Z08,1,Z09
2006,1272,1331,X01,1,X16
2006,1272,1137,X01,1,X09
2006,1272,1133,X01,1,X13
2006,1301,1143,W10,1,W07
2006,1314,1293,Z03,1,Z14
2006,1322,1234,W14,1,W03
2006,1326,1172,Y02,1,Y15
2006,1338,1245,X05,1,X12
2006,1400,1335,W02,1,W15
2006,1400,1301,W02,1,W10
2006,1400,1452,W02,1,W06
2006,1437,1284,Y01,1,Y16b
2006,1437,1112,Y01,1,Y08
2006,1437,1130,Y01,1,Y04
2006,1452,1356,W06,1,W11
2006,1452,1322,W06,1,W14
2007,1310,1197,Z16b,1,Z16a
2007,1130,1403,W07,1,W10
2007,1139,1330,Y05,1,Y12
2007,1139,1268,Y05,1,Y04
2007,1207,1125,W02,1,W15
2007,1207,1130,W02,1,W07
2007,1207,1435,W02,1,W06
2007,1207,1314,W02,1,W01
2007,1231,1211,Z07,1,Z10
2007,1257,1390,X06,1,X11
2007,1268,1172,Y04,1,Y13
2007,1277,1266,W09,1,W08
2007,1314,1184,W01,1,W16
2007,1314,1277,W01,1,W09
2007,1314,1425,W01,1,W05
2007,1326,1148,X01,1,X16
2007,1326,1462,X01,1,X09
2007,1326,1397,X01,1,X05
2007,1326,1272,X01,1,X02
2007,1326,1207,X01,1,W02
2007,1338,1460,Z03,1,Z14
2007,1338,1433,Z03,1,Z11
2007,1401,1335,X03,1,X14
2007,1401,1257,X03,1,X06
2007,1417,1451,Z02,1,Z15
2007,1417,1231,Z02,1,Z07
2007,1417,1338,Z02,1,Z03
2007,1417,1242,Z02,1,Z01
2007,1433,1181,Z11,1,Z06
2007,1435,1203,W06,1,W11
2007,1435,1450,W06,1,W03
2007,1450,1331,W03,1,W14
2007,1462,1140,X09,1,X08
2007,1196,1238,Y01,1,Y16
2007,1196,1345,Y01,1,Y09
2007,1196,1139,Y01,1,Y05
2007,1196,1332,Y01,1,Y03
2007,1196,1417,Y01,1,Z02
2007,1196,1326,Y01,1,X01
2007,1242,1310,Z01,1,Z16b
2007,1242,1246,Z01,1,Z08
2007,1242,1356,Z01,1,Z04
2007,1246,1437,Z08,1,Z09
2007,1272,1317,X02,1,X15
2007,1272,1305,X02,1,X07
2007,1272,1401,X02,1,X03
2007,1305,1166,X07,1,X10
2007,1332,1275,Y03,1,Y14
2007,1332,1457,Y03,1,Y11
2007,1332,1424,Y03,1,Y07
2007,1345,1112,Y09,1,Y08
2007,1356,1221,Z04,1,Z13
2007,1356,1439,Z04,1,Z05
2007,1397,1253,X05,1,X12
2007,1397,1438,X05,1,X04
2007,1400,1308,W04,1,W13
2007,1424,1210,Y07,1,Y10
2007,1424,1458,Y07,1,Y02
2007,1425,1116,W05,1,W12
2007,1425,1400,W05,1,W04
2007,1438,1107,X04,1,X13
2007,1439,1228,Z05,1,Z12
2007,1457,1323,Y11,1,Y06
2007,1458,1394,Y02,1,Y15
2008,1291,1164,W16b,1,W16a
2008,1181,1125,Z02,1,Z15
2008,1242,1340,X01,1,X16
2008,1242,1424,X01,1,X08
2008,1242,1437,X01,1,X12
2008,1242,1172,X01,1,X10
2008,1242,1314,X01,1,W01
2008,1242,1272,X01,1,Y01
2008,1243,1425,X11,1,X06
2008,1266,1246,Y06,1,Y11
2008,1277,1396,Y05,1,Y12
2008,1277,1338,Y05,1,Y04
2008,1323,1206,W05,1,W12
2008,1338,1331,Y04,1,Y13
2008,1345,1124,Z06,1,Z11
2008,1390,1165,Y03,1,Y14
2008,1390,1266,Y03,1,Y06
2008,1401,1140,Z09,1,Z08
2008,1417,1290,Z01,1,Z16
2008,1417,1401,Z01,1,Z09
2008,1417,1443,Z01,1,Z12
2008,1417,1462,Z01,1,Z03
2008,1424,1245,X08,1,X09
2008,1450,1457,W04,1,W13
2008,1450,1323,W04,1,W05
2008,1452,1112,Z07,1,Z10
2008,1452,1181,Z07,1,Z02
2008,1458,1168,X03,1,X14
2008,1458,1243,X03,1,X11
2008,1462,1208,Z03,1,Z14
2008,1462,1345,Z03,1,Z06
2008,1462,1452,Z03,1,Z07
2008,1116,1231,W09,1,W08
2008,1139,1375,W07,1,W10
2008,1172,1211,X10,1,X07
2008,1172,1207,X10,1,X02
2008,1172,1458,X10,1,X03
2008,1207,1420,X02,1,X15
2008,1257,1129,W03,1,W14
2008,1257,1328,W03,1,W06
2008,1257,1397,W03,1,W02
2008,1272,1426,Y01,1,Y16
2008,1272,1280,Y01,1,Y08
2008,1272,1277,Y01,1,Y05
2008,1272,1400,Y01,1,Y02
2008,1272,1417,Y01,1,Z01
2008,1274,1388,Y07,1,Y10
2008,1280,1332,Y08,1,Y09
2008,1314,1291,W01,1,W16b
2008,1314,1116,W01,1,W09
2008,1314,1450,W01,1,W04
2008,1314,1257,W01,1,W03
2008,1328,1386,W06,1,W11
2008,1360,1163,Z13,1,Z04
2008,1373,1435,X13,1,X04
2008,1397,1110,W02,1,W15
2008,1397,1139,W02,1,W07
2008,1400,1122,Y02,1,Y15
2008,1400,1274,Y02,1,Y07
2008,1400,1390,Y02,1,Y03
2008,1437,1155,X12,1,X05
2008,1437,1373,X12,1,X13
2008,1443,1179,Z12,1,Z05
2008,1443,1360,Z12,1,Z13
2009,1287,1106,Y16b,1,Y16a
2009,1163,1151,Z01,1,Z16
2009,1163,1401,Z01,1,Z09
2009,1163,1345,Z01,1,Z05
2009,1163,1281,Z01,1,Z03
2009,1181,1127,W02,1,W15
2009,1181,1400,W02,1,W07
2009,1211,1103,X04,1,X13
2009,1211,1443,X04,1,X12
2009,1261,1139,X08,1,X09
2009,1268,1143,Z10,1,Z07
2009,1272,1169,Z02,1,Z15
2009,1272,1268,Z02,1,Z10
2009,1276,1155,X10,1,X07
2009,1314,1347,X01,1,X16
2009,1314,1261,X01,1,X08
2009,1314,1211,X01,1,X04
2009,1314,1328,X01,1,X02
2009,1314,1437,X01,1,W03
2009,1314,1277,X01,1,Y02
2009,1328,1288,X02,1,X15
2009,1328,1276,X02,1,X10
2009,1328,1393,X02,1,X03
2009,1345,1320,Z05,1,Z12
2009,1345,1449,Z05,1,Z04
2009,1400,1278,W07,1,W10
2009,1401,1140,Z09,1,Z08
2009,1417,1433,W06,1,W11
